Shipment#,IndexDate,Month,Year,Date(Period),CarrierRef,EnglishOrigin,EnglishDestination,Route,GCD,CO2(kg),CO2Metric,Density,CDCTrafficRating,CDCDensityRating,CDCEfficiencyRating,RDCTrafficRating,RDCDensityRating,RDCEfficiencyRating,RouteTrafficRating,RouteDensityRating,RouteEfficiencyRating,
132,23/04/2013,4,2013,4 /2013,Carrier08,Shanghai CDC,Chengdu RDC,"Shanghai CDC , Chengdu RDC",1688.6,424.367665,0.171576196,218.2585308,5,4,3,4,4,5,3,2,4,
133,23/04/2013,4,2013,4 /2013,Carrier07,Huiyang CDC,Nanchang RDC,"Huiyang CDC , Nanchang RDC",659.3,493.8348005,0.291105486,125.4962688,4,1,2,2,2,2,3,1,4,
134,24/04/2013,4,2013,4 /2013,Carrier08,Chengdu CDC,Taiyuan RDC,"Chengdu CDC , Taiyuan RDC",1107.1,527.9807543,0.278354068,136.0302501,2,3,3,2,2,5,1,3,4,
135,24/04/2013,4,2013,4 /2013,Carrier09,Huiyang CDC,Changsha RDC,"Huiyang CDC , Changsha RDC",611,1209.430442,0.346925751,122.8945226,4,1,2,4,4,5,3,1,4,
136,24/04/2013,4,2013,4 /2013,Carrier08,Beijing CDC,Guangzhou RDC,"Beijing CDC , Guangzhou RDC",1899.1,7190.365804,0.291789962,123.0256371,3,3,5,4,4,5,3,1,4,
137,24/04/2013,4,2013,4 /2013,Carrier08,Beijing CDC,Wuhan RDC,"Beijing CDC , Wuhan RDC",1079.3,127.7879189,0.256830558,134.1676368,3,3,5,2,2,5,2,1,5,
138,24/04/2013,4,2013,4 /2013,Carrier02,Chengdu CDC,Nanchang RDC,"Chengdu CDC , Nanchang RDC",1174.3,3.311344013,0.042854788,265.3225806,2,3,3,2,2,2,1,3,5,
139,24/04/2013,4,2013,4 /2013,Carrier08,Shenzhen CDC,Xiamen RDC,"Shenzhen CDC , Xiamen RDC",486.2,0.665782068,0.691595166,56.57142857,2,3,4,2,2,5,1,1,4,
140,24/04/2013,4,2013,4 /2013,Carrier09,Huiyang CDC,Guangdong RDC,"Huiyang CDC , Guangdong RDC",38.6,106.4286806,0.429942996,121.5479047,4,1,2,4,4,5,3,1,4,
141,25/04/2013,4,2013,4 /2013,Carrier08,Shanghai CDC,Beijing RDC,"Shanghai CDC , Beijing RDC",1091.2,1384.044381,0.182556468,198.0112289,5,4,3,4,4,5,4,2,5,
142,25/04/2013,4,2013,4 /2013,Carrier08,Shanghai CDC,Kunming RDC,"Shanghai CDC , Kunming RDC",1971.7,1016.282202,0.206767719,183.5249209,5,4,3,4,3,3,2,2,5,
143,25/04/2013,4,2013,4 /2013,Carrier12,Beijing CDC,Qingdao RDC,"Beijing CDC , Qingdao RDC",378.3,1165.773425,0.305688686,122.0253471,3,3,5,2,2,2,3,2,4,
144,26/04/2013,4,2013,4 /2013,Carrier06,Huiyang CDC,Hefei RDC,"Huiyang CDC , Hefei RDC",1031,1.96604975,0.208408172,175.9615385,4,1,2,4,3,3,2,1,4,
145,26/04/2013,4,2013,4 /2013,Carrier08,Huiyang CDC,Zhengzhou RDC,"Huiyang CDC , Zhengzhou RDC",1319.1,116.732555,0.288254367,126.8071045,4,1,2,2,2,5,1,1,4,
146,26/04/2013,4,2013,4 /2013,Carrier08,Huiyang CDC,Tianjin RDC,"Huiyang CDC , Tianjin RDC",1823.8,24.10664169,0.214923738,171.3091922,4,1,2,2,2,5,1,1,4,
147,26/04/2013,4,2013,4 /2013,Carrier07,Huiyang CDC,Nanning RDC,"Huiyang CDC , Nanning RDC",636.6,504.8695942,0.290995207,127.8559767,4,1,2,2,2,2,2,1,4,
148,26/04/2013,4,2013,4 /2013,Carrier08,Shanghai CDC,Changchun RDC,"Shanghai CDC , Changchun RDC",1442.9,483.7745122,0.217950609,204.6736296,5,4,3,4,4,5,2,2,4,
149,26/04/2013,4,2013,4 /2013,Carrier02,Chengdu CDC,Hefei RDC,"Chengdu CDC , Hefei RDC",1280.1,3.368436506,0.037916217,279.8387097,2,3,3,4,3,3,1,3,5,
150,26/04/2013,4,2013,4 /2013,Carrier09,Huiyang CDC,Guangzhou RDC,"Huiyang CDC , Guangzhou RDC",99.9,36.49618494,0.312512555,153.6944517,4,1,2,4,4,5,5,1,3,
151,26/04/2013,4,2013,4 /2013,Carrier08,Shanghai CDC,Chengdu RDC,"Shanghai CDC , Chengdu RDC",1688.6,23.5796127,0.218624771,171.2386059,5,4,3,4,4,5,3,2,4,
152,26/04/2013,4,2013,4 /2013,Carrier08,Shenzhen CDC,Taiyuan RDC,"Shenzhen CDC , Taiyuan RDC",1675.3,126.7223264,0.242947077,154.9004975,2,3,4,2,2,5,1,1,4,
153,26/04/2013,4,2013,4 /2013,Carrier08,Chengdu CDC,Zhengzhou RDC,"Chengdu CDC , Zhengzhou RDC",1030.4,12.77098379,0.138050792,273.7195122,2,3,3,2,2,5,1,3,5,
154,27/04/2013,4,2013,4 /2013,Carrier04,Chengdu CDC,Taiyuan RDC,"Chengdu CDC , Taiyuan RDC",1107.063812,3.71,1.040747517,259.6774194,2,3,3,2,2,5,1,3,4,
155,27/04/2013,4,2013,4 /2013,Carrier06,Shanghai CDC,Hangzhou RDC,"Shanghai CDC , Hangzhou RDC",178.7,7.334993827,0.263084297,145.5410448,5,4,3,4,3,3,4,1,2,
156,27/04/2013,4,2013,4 /2013,Carrier06,Shanghai CDC,Hangzhou RDC,"Shanghai CDC , Hangzhou RDC",178.7,213.8713076,0.283960819,134.4668198,5,4,3,4,3,3,4,1,2,
157,27/04/2013,4,2013,4 /2013,Carrier08,Shanghai CDC,Changchun RDC,"Shanghai CDC , Changchun RDC",1442.9,1.823670618,0.273806887,164.8571429,5,4,3,4,4,5,2,2,4,
158,27/04/2013,4,2013,4 /2013,Carrier08,Shanghai CDC,Chengdu RDC,"Shanghai CDC , Chengdu RDC",1688.6,207.4665257,0.475020251,78.49711684,5,4,3,4,4,5,3,2,4,
159,27/04/2013,4,2013,4 /2013,Carrier08,Chengdu CDC,Hangzhou RDC,"Chengdu CDC , Hangzhou RDC",1549.2,30.5085829,0.141881275,279.8387097,2,3,3,4,3,3,2,3,5,
160,27/04/2013,4,2013,4 /2013,Carrier08,Shenzhen CDC,Hainan RDC,"Shenzhen CDC , Hainan RDC",473.1900575,75.3,1.560124272,151.9892713,2,3,4,4,4,5,1,2,1,
161,27/04/2013,4,2013,4 /2013,Carrier09,Huiyang CDC,Guangzhou RDC,"Huiyang CDC , Guangzhou RDC",99.9,65.73224005,0.38452525,123.3794794,4,1,2,4,4,5,5,1,3,
162,28/04/2013,4,2013,4 /2013,Carrier08,Beijing CDC,Guangdong RDC,"Beijing CDC , Guangdong RDC",1933.6,760.4904203,0.289800586,120.9257774,3,3,5,4,4,5,3,2,4,
163,28/04/2013,4,2013,4 /2013,Carrier08,Chengdu CDC,Guangzhou RDC,"Chengdu CDC , Guangzhou RDC",1278.8,153.3201495,0.155504238,282.6246334,2,3,3,4,4,5,2,3,5,
164,28/04/2013,4,2013,4 /2013,Carrier06,Shanghai CDC,Hangzhou RDC,"Shanghai CDC , Hangzhou RDC",178.7,53.2968466,0.314275661,121.0304808,5,4,3,4,3,3,4,1,2,
165,28/04/2013,4,2013,4 /2013,Carrier06,Shanghai CDC,Hangzhou RDC,"Shanghai CDC , Hangzhou RDC",178.7,104.2994456,0.230880863,166.9058497,5,4,3,4,3,3,4,1,2,
166,28/04/2013,4,2013,4 /2013,Carrier08,Shenzhen CDC,Guiyang RDC,"Shenzhen CDC , Guiyang RDC",831.8,25.75390897,0.292521638,155.1964809,2,3,4,4,4,5,1,1,4,
167,28/04/2013,4,2013,4 /2013,Carrier09,Huiyang CDC,Guangdong RDC,"Huiyang CDC , Guangdong RDC",38.6,20.74543519,0.426217742,122.7576908,4,1,2,4,4,5,3,1,4,
168,28/04/2013,4,2013,4 /2013,Carrier12,Beijing CDC,Chongqing RDC,"Beijing CDC , Chongqing RDC",560.2,330.6157457,0.330254379,115.7327893,3,3,5,4,4,5,3,1,4,
169,28/04/2013,4,2013,4 /2013,Carrier08,Shenzhen CDC,Zhengzhou RDC,"Shenzhen CDC , Zhengzhou RDC",1337,93.47822634,0.250767188,149.17603,2,3,4,2,2,5,2,2,4,
170,28/04/2013,4,2013,4 /2013,Carrier07,Huiyang CDC,Xiamen RDC,"Huiyang CDC , Xiamen RDC",413.6,258.9507449,0.303285187,134.1103099,4,1,2,2,2,5,2,1,4,
171,28/04/2013,4,2013,4 /2013,Carrier07,Huiyang CDC,Nanning RDC,"Huiyang CDC , Nanning RDC",636.6,575.7887973,0.293306562,126.8341628,4,1,2,2,2,2,2,1,4,
172,28/04/2013,4,2013,4 /2013,Carrier07,Chengdu CDC,Jiulongpo RDC,"Chengdu CDC , Jiulongpo RDC",284.4,175.8703387,0.267507087,143.3066766,2,3,3,4,3,3,2,1,4,
173,29/04/2013,4,2013,4 /2013,Carrier08,Beijing CDC,Harbin RDC,"Beijing CDC , Harbin RDC",1057.4,1.511689014,0.223379429,168.4210526,3,3,5,4,3,3,2,1,4,
174,29/04/2013,4,2013,4 /2013,Carrier08,Beijing CDC,Shenyang RDC,"Beijing CDC , Shenyang RDC",641.3,180.2774961,0.31130961,114.1160116,3,3,5,2,2,5,3,1,4,
175,29/04/2013,4,2013,4 /2013,Carrier08,Beijing CDC,Shenyang RDC,"Beijing CDC , Shenyang RDC",641.3,303.9627604,0.279267064,127.3523674,3,3,5,2,2,5,3,1,4,
176,02/05/2013,5,2013,5 /2013,Carrier06,Shanghai CDC,Hangzhou RDC,"Shanghai CDC , Hangzhou RDC",178.7,59.25444686,0.255593192,150.0485774,5,4,3,4,3,3,4,1,2,
177,02/05/2013,5,2013,5 /2013,Carrier07,Huiyang CDC,Kunming RDC,"Huiyang CDC , Kunming RDC",1205.6,196.0445124,0.232690508,172.9782178,4,1,2,4,3,3,3,2,4,
178,02/05/2013,5,2013,5 /2013,Carrier09,Huiyang CDC,Guangdong RDC,"Huiyang CDC , Guangdong RDC",38.6,4.607689192,0.361683997,148.1993714,4,1,2,4,4,5,3,1,4,
179,02/05/2013,5,2013,5 /2013,Carrier03,Beijing CDC,Lanzhou RDC,"Beijing CDC , Lanzhou RDC",1161.4,83.46958014,0.293585765,141.7486972,3,3,5,4,3,3,2,1,4,
180,03/05/2013,5,2013,5 /2013,Carrier08,Beijing CDC,Guangzhou RDC,"Beijing CDC , Guangzhou RDC",1899.1,0.846143171,0.230258171,161.25,3,3,5,4,4,5,3,1,4,
181,03/05/2013,5,2013,5 /2013,Carrier08,Shenzhen CDC,Guangzhou RDC,"Shenzhen CDC , Guangzhou RDC",52.1,0.350103295,0.284136698,181.9230769,2,3,4,4,4,5,2,2,4,
182,03/05/2013,5,2013,5 /2013,Carrier08,Hefei CDC,Shenyang RDC,"Hefei CDC , Shenyang RDC",1261.541965,5.07,1.00472282,250,1,5,1,2,2,5,1,3,3,
183,03/05/2013,5,2013,5 /2013,Carrier04,Chengdu CDC,Chengdu RDC,"Chengdu CDC , Chengdu RDC",27,25.10614962,0.370378479,127.9657475,2,3,3,4,4,5,3,1,4,
184,03/05/2013,5,2013,5 /2013,Carrier08,Shanghai CDC,Taiyuan RDC,"Shanghai CDC , Taiyuan RDC",1101.8,7.590172889,0.162934826,244.3930636,5,4,3,2,2,5,3,2,5,
185,03/05/2013,5,2013,5 /2013,Carrier02,Beijing CDC,Kunming RDC,"Beijing CDC , Kunming RDC",2096,1.506436344,0.07158562,152.1212121,3,3,5,4,3,3,2,1,5,
186,03/05/2013,5,2013,5 /2013,Carrier06,Shanghai CDC,Shijiazhuang RDC,"Shanghai CDC , Shijiazhuang RDC",1002.8,110.5075918,0.287677116,129.5451471,5,4,3,2,2,5,2,2,4,
187,03/05/2013,5,2013,5 /2013,Carrier06,Beijing CDC,Nanjing RDC,"Beijing CDC , Nanjing RDC",927.2,417.1712285,0.28396162,130.8065715,3,3,5,2,2,2,2,1,5,
188,03/05/2013,5,2013,5 /2013,Carrier09,Huiyang CDC,Guangzhou RDC,"Huiyang CDC , Guangzhou RDC",99.9,58.19598216,0.31704021,151.354201,4,1,2,4,4,5,5,1,3,
189,06/05/2013,5,2013,5 /2013,Carrier09,Huiyang CDC,Guangzhou RDC,"Huiyang CDC , Guangzhou RDC",99.9,83.24997908,0.381040948,124.5651877,4,1,2,4,4,5,5,1,3,
190,06/05/2013,5,2013,5 /2013,Carrier09,Huiyang CDC,Guangzhou RDC,"Huiyang CDC , Guangzhou RDC",99.9,27.08633469,0.455128281,103.3897952,4,1,2,4,4,5,5,1,3,
191,06/05/2013,5,2013,5 /2013,Carrier08,Shanghai CDC,Kunming RDC,"Shanghai CDC , Kunming RDC",1971.7,382.1995574,0.19188998,197.8409714,5,4,3,4,3,3,2,2,5,
192,06/05/2013,5,2013,5 /2013,Carrier08,Shenzhen CDC,Tianjin RDC,"Shenzhen CDC , Tianjin RDC",1853.5,0.112927205,0.20308822,150,2,3,4,2,2,5,1,2,4,
193,07/05/2013,5,2013,5 /2013,Carrier06,Shanghai CDC,Hangzhou RDC,"Shanghai CDC , Hangzhou RDC",178.7,34.939095,0.318973765,119.183356,5,4,3,4,3,3,4,1,2,
194,07/05/2013,5,2013,5 /2013,Carrier08,Hefei CDC,Shenyang RDC,"Hefei CDC , Shenyang RDC",1261.541965,101.38,1.004524649,250,1,5,1,2,2,5,1,3,3,
195,07/05/2013,5,2013,5 /2013,Carrier09,Huiyang CDC,Guangdong RDC,"Huiyang CDC , Guangdong RDC",38.6,38.53340185,0.395703423,133.5937831,4,1,2,4,4,5,3,1,4,
196,07/05/2013,5,2013,5 /2013,Carrier04,Chengdu CDC,Chengdu RDC,"Chengdu CDC , Chengdu RDC",27,125.0669982,0.356900095,134.0169035,2,3,3,4,4,5,3,1,4,
197,07/05/2013,5,2013,5 /2013,Carrier07,Huiyang CDC,Kunming RDC,"Huiyang CDC , Kunming RDC",1205.6,1675.034545,0.371167016,108.1494857,4,1,2,4,3,3,3,2,4,
198,08/05/2013,5,2013,5 /2013,Carrier08,Huiyang CDC,Beijing RDC,"Huiyang CDC , Beijing RDC",1915.8,91.95829155,0.270864756,129.1618076,4,1,2,4,4,5,3,1,4,
199,08/05/2013,5,2013,5 /2013,Carrier06,Huiyang CDC,Nanjing RDC,"Huiyang CDC , Nanjing RDC",1096.6,330.2153312,0.30954012,125.7359442,4,1,2,2,2,2,3,1,4,
200,08/05/2013,5,2013,5 /2013,Carrier10,Shanghai CDC,Wuhan RDC,"Shanghai CDC , Wuhan RDC",691.8,0.679008307,0.152408315,268.3333333,5,4,3,2,2,5,2,2,4,
201,09/05/2013,5,2013,5 /2013,Carrier08,Beijing CDC,Guangdong RDC,"Beijing CDC , Guangdong RDC",1933.6,1237.528943,0.259363397,135.1755683,3,3,5,4,4,5,3,2,4,
202,09/05/2013,5,2013,5 /2013,Carrier04,Chengdu CDC,Chengdu RDC,"Chengdu CDC , Chengdu RDC",27,32.75131934,0.36328433,131.0805559,2,3,3,4,4,5,3,1,4,
203,09/05/2013,5,2013,5 /2013,Carrier08,Shenzhen CDC,Xiamen RDC,"Shenzhen CDC , Xiamen RDC",486.2,0.024658234,0.338108241,150,2,3,4,2,2,5,1,1,4,
204,09/05/2013,5,2013,5 /2013,Carrier08,Shenzhen CDC,Fuzhou RDC,"Shenzhen CDC , Fuzhou RDC",671.5,101.1079082,0.261633759,150.8914525,2,3,4,4,4,5,1,1,4,
205,10/05/2013,5,2013,5 /2013,Carrier06,Shanghai CDC,Nanjing RDC,"Shanghai CDC , Nanjing RDC",278.7,133.5892358,0.267483188,139.8797908,5,4,3,2,2,2,5,1,4,
206,10/05/2013,5,2013,5 /2013,Carrier03,Beijing CDC,Hohhot RDC,"Beijing CDC , Hohhot RDC",398.9,3.901531692,0.18298833,208.7890625,3,3,5,4,3,3,3,1,4,
207,10/05/2013,5,2013,5 /2013,Carrier08,Beijing CDC,Fuzhou RDC,"Beijing CDC , Fuzhou RDC",1583.8,580.1002088,0.172343418,227.0313001,3,3,5,4,4,5,2,2,5,
208,10/05/2013,5,2013,5 /2013,Carrier08,Shanghai CDC,Beijing RDC,"Shanghai CDC , Beijing RDC",1091.2,238.8457199,0.182719665,197.8398018,5,4,3,4,4,5,4,2,5,
209,10/05/2013,5,2013,5 /2013,Carrier08,Shanghai CDC,Shenyang RDC,"Shanghai CDC , Shenyang RDC",1203.6,309.0771351,0.223481713,206.4056045,5,4,3,2,2,5,3,2,4,
210,10/05/2013,5,2013,5 /2013,Carrier06,Shanghai CDC,Hangzhou RDC,"Shanghai CDC , Hangzhou RDC",178.7,167.9698436,0.266217198,143.8082437,5,4,3,4,3,3,4,1,2,
211,10/05/2013,5,2013,5 /2013,Carrier09,Huiyang CDC,Guangzhou RDC,"Huiyang CDC , Guangzhou RDC",99.9,53.66528108,0.425537477,110.9199543,4,1,2,4,4,5,5,1,3,
212,10/05/2013,5,2013,5 /2013,Carrier10,Shanghai CDC,Guangdong RDC,"Shanghai CDC , Guangdong RDC",1202.6,15.98528376,0.175823676,222.3529412,5,4,3,4,4,5,1,2,4,
213,10/05/2013,5,2013,5 /2013,Carrier08,Huiyang CDC,Beijing RDC,"Huiyang CDC , Beijing RDC",1915.8,5.178335452,0.266039611,131.9480519,4,1,2,4,4,5,3,1,4,
214,10/05/2013,5,2013,5 /2013,Carrier08,Shenzhen CDC,Shanghai RDC,"Shenzhen CDC , Shanghai RDC",1221.2,5.433273339,0.200682298,201.5454545,2,3,4,2,2,2,2,1,4,
215,10/05/2013,5,2013,5 /2013,Carrier10,Shanghai CDC,Changsha RDC,"Shanghai CDC , Changsha RDC",888.9,47.07551629,0.242376631,161.3737075,5,4,3,4,4,5,2,2,5,
216,11/05/2013,5,2013,5 /2013,Carrier07,Huiyang CDC,Nanchang RDC,"Huiyang CDC , Nanchang RDC",659.3,12.92515996,0.269549955,135.6902985,4,1,2,2,2,2,3,1,4,
217,11/05/2013,5,2013,5 /2013,Carrier06,Shanghai CDC,Nanjing RDC,"Shanghai CDC , Nanjing RDC",278.7,6.704134442,0.266922119,140.155521,5,4,3,2,2,2,5,1,4,
218,11/05/2013,5,2013,5 /2013,Carrier09,Huiyang CDC,Changsha RDC,"Huiyang CDC , Changsha RDC",611,271.7932529,0.318648621,133.9088729,4,1,2,4,4,5,3,1,4,
219,11/05/2013,5,2013,5 /2013,Carrier08,Huiyang CDC,Zhengzhou RDC,"Huiyang CDC , Zhengzhou RDC",1319.1,33.12503088,0.209295001,174.9023324,4,1,2,2,2,5,1,1,4,
220,11/05/2013,5,2013,5 /2013,Carrier07,Huiyang CDC,Xiamen RDC,"Huiyang CDC , Xiamen RDC",413.6,274.1221363,0.322102878,126.1580625,4,1,2,2,2,5,2,1,4,
221,11/05/2013,5,2013,5 /2013,Carrier08,Beijing CDC,Shenyang RDC,"Beijing CDC , Shenyang RDC",641.3,3198.79017,0.277337758,128.2523372,3,3,5,2,2,5,3,1,4,
222,13/05/2013,5,2013,5 /2013,Carrier08,Shenzhen CDC,Jiulongpo RDC,"Shenzhen CDC , Jiulongpo RDC",1049,3.187198011,0.4461557,101.641791,2,3,4,4,3,3,2,1,4,
223,13/05/2013,5,2013,5 /2013,Carrier12,Beijing CDC,Qingdao RDC,"Beijing CDC , Qingdao RDC",378.3,1116.093767,0.301567674,123.7216911,3,3,5,2,2,2,3,2,4,
224,13/05/2013,5,2013,5 /2013,Carrier08,Shanghai CDC,Kunming RDC,"Shanghai CDC , Kunming RDC",1971.7,99.72998375,0.172125192,220.6156156,5,4,3,4,3,3,2,2,5,
225,13/05/2013,5,2013,5 /2013,Carrier09,Huiyang CDC,Guangzhou RDC,"Huiyang CDC , Guangzhou RDC",99.9,0.367220214,0.363948319,131.1688312,4,1,2,4,4,5,5,1,3,
226,13/05/2013,5,2013,5 /2013,Carrier07,Huiyang CDC,Nanchang RDC,"Huiyang CDC , Nanchang RDC",659.3,126.6786301,0.240639612,152.1455793,4,1,2,2,2,2,3,1,4,
227,14/05/2013,5,2013,5 /2013,Carrier02,Beijing CDC,Nanjing RDC,"Beijing CDC , Nanjing RDC",927.2,99.20614194,0.068030779,150.6321234,3,3,5,2,2,2,2,1,5,
228,14/05/2013,5,2013,5 /2013,Carrier03,Beijing CDC,Xian RDC,"Beijing CDC , Xian RDC",911.6,41.83150302,0.350557696,110.6508876,3,3,5,2,2,5,2,3,4,
229,14/05/2013,5,2013,5 /2013,Carrier08,Shenzhen CDC,Fuzhou RDC,"Shenzhen CDC , Fuzhou RDC",671.5,99.63328225,0.261038371,151.2506652,2,3,4,4,4,5,1,1,4,
230,15/05/2013,5,2013,5 /2013,Carrier06,Beijing CDC,Tianjin RDC,"Beijing CDC , Tianjin RDC",137.3,1.674414848,0.333387128,116.1269841,3,3,5,2,2,5,3,1,4,
231,15/05/2013,5,2013,5 /2013,Carrier03,Chengdu CDC,Xian RDC,"Chengdu CDC , Xian RDC",611.4,126.8333069,0.301741593,124.0974729,2,3,3,2,2,5,2,1,4,
232,15/05/2013,5,2013,5 /2013,Carrier08,Beijing CDC,Shenyang RDC,"Beijing CDC , Shenyang RDC",641.3,516.0435707,0.285646584,124.4834291,3,3,5,2,2,5,3,1,4,
233,15/05/2013,5,2013,5 /2013,Carrier03,Beijing CDC,Taiyuan RDC,"Beijing CDC , Taiyuan RDC",412.8,1208.174448,0.305009482,130.5732695,3,3,5,2,2,5,3,1,4,
234,15/05/2013,5,2013,5 /2013,Carrier08,Chengdu CDC,Qingdao RDC,"Chengdu CDC , Qingdao RDC",1372.6,67.99314417,0.1377378,279.2236025,2,3,3,2,2,2,2,3,4,
235,15/05/2013,5,2013,5 /2013,Carrier08,Chengdu CDC,Shijiazhuang RDC,"Chengdu CDC , Shijiazhuang RDC",1264.6,15.65268101,0.13486135,285.0310559,2,3,3,2,2,5,1,3,5,
236,15/05/2013,5,2013,5 /2013,Carrier08,Shenzhen CDC,Shanghai RDC,"Shenzhen CDC , Shanghai RDC",1221.2,378.7295446,0.264059588,152.766129,2,3,4,2,2,2,2,1,4,
237,15/05/2013,5,2013,5 /2013,Carrier09,Huiyang CDC,Changsha RDC,"Huiyang CDC , Changsha RDC",611,128.3767437,0.328757998,129.7401543,4,1,2,4,4,5,3,1,4,
238,15/05/2013,5,2013,5 /2013,Carrier10,Shanghai CDC,Guangzhou RDC,"Shanghai CDC , Guangzhou RDC",1207.5,129.823843,0.22672354,172.6911872,5,4,3,4,4,5,3,2,4,
239,16/05/2013,5,2013,5 /2013,Carrier12,Beijing CDC,Chongqing RDC,"Beijing CDC , Chongqing RDC",560.2,1.614594996,0.311250108,123.4666667,3,3,5,4,4,5,3,1,4,
240,16/05/2013,5,2013,5 /2013,Carrier06,Shanghai CDC,Nanjing RDC,"Shanghai CDC , Nanjing RDC",278.7,188.2020517,0.256205302,146.2014644,5,4,3,2,2,2,5,1,4,
241,16/05/2013,5,2013,5 /2013,Carrier08,Shanghai CDC,Taiyuan RDC,"Shanghai CDC , Taiyuan RDC",1101.8,376.6394709,0.238626533,165.8407039,5,4,3,2,2,5,3,2,5,
242,16/05/2013,5,2013,5 /2013,Carrier03,Chengdu CDC,Xian RDC,"Chengdu CDC , Xian RDC",611.4,460.4338905,0.263063656,142.5806355,2,3,3,2,2,5,2,1,4,
243,16/05/2013,5,2013,5 /2013,Carrier06,Shanghai CDC,Hangzhou RDC,"Shanghai CDC , Hangzhou RDC",178.7,452.6848057,0.297178738,128.2567482,5,4,3,4,3,3,4,1,2,
244,16/05/2013,5,2013,5 /2013,Carrier12,Beijing CDC,Chongqing RDC,"Beijing CDC , Chongqing RDC",560.2,91.13315699,0.281826715,135.8514945,3,3,5,4,4,5,3,1,4,
245,16/05/2013,5,2013,5 /2013,Carrier08,Hefei CDC,Chengdu RDC,"Hefei CDC , Chengdu RDC",1270.969733,81.71,1.002643375,244.7328244,1,5,1,4,4,5,1,3,4,
246,16/05/2013,5,2013,5 /2013,Carrier10,Hefei CDC,Guangdong RDC,"Hefei CDC , Guangdong RDC",1050,37.20341864,0.147509689,247.628866,1,5,1,4,4,5,2,3,3,
247,16/05/2013,5,2013,5 /2013,Carrier06,Huiyang CDC,Hangzhou RDC,"Huiyang CDC , Hangzhou RDC",1000.8,8.186403222,0.303182333,131.6097561,4,1,2,4,3,3,2,1,4,
248,16/05/2013,5,2013,5 /2013,Carrier08,Chengdu CDC,Taiyuan RDC,"Chengdu CDC , Taiyuan RDC",1107.1,197.6410658,0.136881936,278.4372331,2,3,3,2,2,5,1,3,4,
249,16/05/2013,5,2013,5 /2013,Carrier10,Shanghai CDC,Guangzhou RDC,"Shanghai CDC , Guangzhou RDC",1207.5,301.2319768,0.208375773,187.9729942,5,4,3,4,4,5,3,2,4,
250,16/05/2013,5,2013,5 /2013,Carrier07,Shanghai CDC,Fuzhou RDC,"Shanghai CDC , Fuzhou RDC",623.6,127.6277987,0.258883479,157.922493,5,4,3,4,4,5,1,2,4,
251,17/05/2013,5,2013,5 /2013,Carrier09,Huiyang CDC,Shanghai RDC,"Huiyang CDC , Shanghai RDC",1164,60.99248072,0.347013499,113.4485349,4,1,2,2,2,2,2,1,4,
252,17/05/2013,5,2013,5 /2013,Carrier08,Shanghai CDC,Changchun RDC,"Shanghai CDC , Changchun RDC",1442.9,40.12448551,0.166136283,269.1028939,5,4,3,4,4,5,2,2,4,
253,17/05/2013,5,2013,5 /2013,Carrier08,Shanghai CDC,Jiulongpo RDC,"Shanghai CDC , Jiulongpo RDC",1472.3,1004.865308,0.263210978,142.7172657,5,4,3,4,3,3,2,2,5,
254,17/05/2013,5,2013,5 /2013,Carrier08,Chengdu CDC,Hangzhou RDC,"Chengdu CDC , Hangzhou RDC",1549.2,7.378816249,0.147005708,270,2,3,3,4,3,3,2,3,5,
255,17/05/2013,5,2013,5 /2013,Carrier06,Huiyang CDC,Hefei RDC,"Huiyang CDC , Hefei RDC",1031,93.49435369,0.236400353,154.9273021,4,1,2,4,3,3,2,1,4,
256,17/05/2013,5,2013,5 /2013,Carrier07,Huiyang CDC,Nanning RDC,"Huiyang CDC , Nanning RDC",636.6,391.7093342,0.335233669,110.8247796,4,1,2,2,2,2,2,1,4,
257,18/05/2013,5,2013,5 /2013,Carrier11,Beijing CDC,Zhengzhou RDC,"Beijing CDC , Zhengzhou RDC",627.4,571.2163721,0.27703484,132.1807505,3,3,5,2,2,5,3,1,4,
258,18/05/2013,5,2013,5 /2013,Carrier06,Beijing CDC,Hangzhou RDC,"Beijing CDC , Hangzhou RDC",1131,1826.981237,0.283533199,132.1568082,3,3,5,4,3,3,3,1,4,
259,18/05/2013,5,2013,5 /2013,Carrier06,Shanghai CDC,Nanjing RDC,"Shanghai CDC , Nanjing RDC",278.7,5.755283865,0.274169708,136.4492754,5,4,3,2,2,2,5,1,4,
260,18/05/2013,5,2013,5 /2013,Carrier08,Shanghai CDC,Hohhot RDC,"Shanghai CDC , Hohhot RDC",1387.3,427.5772042,0.233834355,166.3799546,5,4,3,4,3,3,2,2,4,
261,18/05/2013,5,2013,5 /2013,Carrier08,Shanghai CDC,Beijing RDC,"Shanghai CDC , Beijing RDC",1091.2,428.1595544,0.212839741,169.5973321,5,4,3,4,4,5,4,2,5,
262,18/05/2013,5,2013,5 /2013,Carrier08,Huiyang CDC,Beijing RDC,"Huiyang CDC , Beijing RDC",1915.8,460.4797601,0.281346049,124.3367778,4,1,2,4,4,5,3,1,4,
263,20/05/2013,5,2013,5 /2013,Carrier08,Shanghai CDC,Taiyuan RDC,"Shanghai CDC , Taiyuan RDC",1101.8,109.9324457,0.194835615,203.4564958,5,4,3,2,2,5,3,2,5,
